id,object_name,address
81212,Столовая,"город Москва, Ореховый бульвар, дом 24, корпус 1Г"
76662,Ресторан «Донна Маргарита»,"город Москва, улица 1905 Года, дом 2, строение 1"
26497,Ресторан «БОЧКА»,"город Москва, улица 1905 Года, дом 2, строение 1"
22720,Тануки,"город Москва, Боровское шоссе, дом 31"
59397,Ёрш,"город Москва, Боровское шоссе, дом 31"
66235,СТОЛИЧНОЕ ПИТАНИЕ,"город Москва, Новоорловская улица, дом 5А"
29136,Школа №1241,"город Москва, Большой Трёхгорный переулок, дом 3, строение 1"
25033,ДУМА,"город Москва, Моховая улица, дом 11, строение 3"
24297,Кафе «КАРЕТНЫЙ ДВОР»,"город Москва, Поварская улица, дом 52/55, строение 1"
26498,Ресторан «Старый фаэтон»,"город Москва, Поварская улица, дом 52/55, строение 2"
27853,ГОС.ШКОЛА ВЫСШЕГО СПОРТ. МАСТЕРСТВА,"город Москва, улица Казакова, дом 18, строение 1"
20949,КП МЭИ,"город Москва, Красноказарменная улица, дом 14, строение 7"
20955,КП МЭИ,"город Москва, Красноказарменная улица, дом 17Б"
28041,Столовая ВЭИ им.Ленина,"город Москва, Красноказарменная улица, дом 12, строение 1"
20952,КП МЭИ,"город Москва, Красноказарменная улица, дом 13, строение 3"
21881,КП МЭИ Кафе ДОМ 13,"город Москва, Красноказарменная улица, дом 13, строение 3"
28855,КП МЭИ,"город Москва, Красноказарменная улица, дом 17, строение 1Ж"
20953,КП МЭИ,"город Москва, Красноказарменная улица, дом 14, строение 3"
20997,КП МЭИ,"город Москва, Красноказарменная улица, дом 14, строение 1"
28856,КП МЭИ,"город Москва, Красноказарменная улица, дом 14, строение 1"
28854,Столовая МУЦ ЕЭС,"город Москва, Красноказарменная улица, дом 13, строение 1"
20956,КП МЭИ,"город Москва, Красноказарменная улица, дом 13, строение 1"
26574,БЕСПОКОЙНАЯ ЮНОСТЬ,"город Москва, Красноказарменная улица, дом 14, строение 1А"
20951,КП МЭИ,"город Москва, Красноказарменная улица, дом 17, строение 6"
28043,ВНИИКАБЕЛЬНОЙ ПРОМ.,"город Москва, шоссе Энтузиастов, дом 5, строение 1"
69785,Корчма Тарас Бульба,"город Москва, Красноказарменная улица, дом 6"
29173,МОСК. ГОР. КОЛЛЕДЖ ИНФ-Х ТЕХНОЛОГИЙ,"город Москва, Костомаровская набережная, дом 29, строение 1"
27019,ГОСТИНИЦА ЛЕФОРТОВО,"город Москва, 1-й Краснокурсантский проезд, дом 1/4"
27859,СТОЛОВАЯ ПРИ ММГП «МОСГАЗ» БУФЕТ,"город Москва, Мрузовский переулок, дом 11, строение 1"
28618,Столовая,"город Москва, улица Радио, дом 10А, строение 1"
86229,Олд Сити,"город Москва, улица Маросейка, дом 10/1, строение 2"
26755,САН-ДИЕГО,"город Москва, Школьная улица, дом 13"
152836,Полковнику никто не пишет,"город Москва, Петроверигский переулок, дом 4, строение 1"
24934,АМАДЕУС,"город Москва, Большой Спасоглинищевский переулок, дом 4"
21368,Школа 661,"город Москва, улица Покровка, дом 10, строение 5"
21365,Школа 1227,"город Москва, Большой Трёхсвятительский переулок, дом 4"
21366,Школа 1225,"город Москва, Лялин переулок, дом 12, строение 1"
21373,Школа 330,"город Москва, Большой Казённый переулок, дом 9"
28859,ЛИЦЕЙ 1303,"город Москва, Таможенный проезд, дом 4"
23385,КАФЕ ПАБ ДЕДДИ,"город Москва, Солдатская улица, дом 6А"
28861,ШКОЛА 1229,"город Москва, Верхний Золоторожский переулок, дом 2"
28037,2-Й АВТОБУСНЫЙ ПАРК,"город Москва, 5-я Кабельная улица, дом 1, строение 1"
28042,КАЛИТНИКИ-КЕЙТЕРИНГ,"город Москва, 5-я Кабельная улица, дом 2, строение 1"
99290,Кафе СпортЭкс,"город Москва, 5-я Кабельная улица, дом 2, строение 1"
106177,Кафе,"город Москва, 5-я Кабельная улица, дом 2, строение 1"
28583,ШКОЛА 1321,"город Москва, Авиамоторная улица, дом 30А, корпус 1"
27359,ШКОЛА 1228,"город Москва, Авиамоторная улица, дом 42"
28863,ШКОЛА 416,"город Москва, Шепелюгинская улица, дом 21/13, строение 1"
28860,ШКОЛА 733,"город Москва, Лонгиновская улица, дом 6"
28580,Музыкальный колледж,"город Москва, Солдатская улица, дом 14"
23375,САМОКАТ-КЭТТЕРИНГ,"город Москва, Самокатная улица, дом 2, строение 1"
27358,Клледж № 28,"город Москва, Авиамоторная улица, дом 36"
21911,ЦИЦИНОВА Т.А.,"город Москва, Авиамоторная улица, дом 36"
27786,ЦЕНТРАЛЬНЫЙ ДОМ УЧЕНЫХ РАН,"город Москва, улица Пречистенка, дом 16/2"
153252,Булкер,"город Москва, Зубовский бульвар, дом 21-23, строение 1"
20215,Like wine,"город Москва, улица Тимура Фрунзе, дом 11, строение 19"
153726,Столовая при ФГБОУ ВО МПГУ,"город Москва, Несвижский переулок, дом 3"
153724,Столовая при ФГБОУВО МПГУ,"город Москва, Малая Пироговская улица, дом 29/7, строение 1"
26835,Халва,"город Москва, улица Остоженка, дом 53/2, строение 1"
24746,Шоколадница,"город Москва, Зубовский бульвар, дом 17, строение 1"
156889,Ваби-Саби,"город Москва, Зубовский бульвар, дом 17, строение 1"
156892,GlowSubs Sandwiches,"город Москва, Зубовский бульвар, дом 17, строение 1"
136110,KFC,"город Москва, Зубовский бульвар, дом 17, строение 1"
27789,ЦИМУС ФУД,"город Москва, Большой Саввинский переулок, дом 9, строение 2"
121384,Гранж,"город Москва, Зубовский бульвар, дом 22/39"
28429,СТОЛОВАЯ,"город Москва, Курсовой переулок, дом 1"
78208,Шэгги Дог,"город Москва, улица Льва Толстого, дом 5, строение 1"
20239,EL CAFE,"город Москва, улица Льва Толстого, дом 5, строение 1"
22621,Магия Вкуса,"город Москва, улица Льва Толстого, дом 5, строение 1"
153766,Столовая при ФГБОУ ВО МГЛУ,"город Москва, улица Остоженка, дом 38, строение 1"
29486,СТОЛОВАЯ В МЕДИЦИНСКОЙ АКАДЕМИИ ИМ. И.М. СЕЧЕНОВА,"город Москва, улица Россолимо, дом 11, строение 1"
141323,Арчи,"город Москва, Комсомольский проспект, дом 42, строение 2"
140591,БАТОНИ,"город Москва, Комсомольский проспект, дом 42, строение 3"
26841,Эль Россо,"город Москва, улица Хамовнический Вал, дом 34"
21001,БУФЕТ,"город Москва, Погодинская улица, дом 1, строение 1"
20621,ДАЙМОНД,"город Москва, Смоленская улица, дом 5"
26819,ЕСЕНИН,"город Москва, Смоленская улица, дом 5"
26820,ПАНОРАМА,"город Москва, Смоленская улица, дом 5"
27000,СУЗДАЛЬ,"город Москва, Смоленская улица, дом 5"
26991,Русская охота,"город Москва, Смоленская улица, дом 5"
25154,Генацвале,"город Москва, улица 10-летия Октября, дом 11"
22628,На Знаменке,"город Москва, улица Знаменка, дом 13, строение 3"
22615,КОФЕ ТАЙМ,"город Москва, Комсомольский проспект, дом 28"
21934,Старбакс Starbucks,"город Москва, Комсомольский проспект, дом 28"
78099,Шоколадница,"город Москва, Комсомольский проспект, дом 28"
25468,Макдоналдс,"город Москва, Комсомольский проспект, дом 28"
27089,Иль Патио,"город Москва, Комсомольский проспект, дом 28"
140485,ФУДА,"город Москва, Комсомольский проспект, дом 28"
154822,Бурлеск,"город Москва, Комсомольский проспект, дом 28"
26821,РЕСТОРА БСА VIP -КЛУБ С «ПРЕСС-ЦЕНТРОМ»,"город Москва, улица Лужники, дом 24, строение 1"
153412,Столовая при гимназии 1529 им. А.С. Грибоедова,"город Москва, Пречистенская набережная, дом 1"
152717,Ryba sushi and oysters,"город Москва, Усачёва улица, дом 26"
152718,Prime Beef,"город Москва, Усачёва улица, дом 26"
152719,Кофемания,"город Москва, Усачёва улица, дом 26"
152720,ФО ФА,"город Москва, Усачёва улица, дом 26"
149609,ДЗЕНДАО,"город Москва, Усачёва улица, дом 26"
149617,Пиццерия II POMODORO,"город Москва, Усачёва улица, дом 26"
149620,Vино and Еда,"город Москва, Усачёва улица, дом 26"
149622,Техно Люкс,"город Москва, Усачёва улица, дом 26"
149625,ГОКОС,"город Москва, Усачёва улица, дом 26"
149672,Оджахури,"город Москва, Усачёва улица, дом 26"
149674,ZIZO,"город Москва, Усачёва улица, дом 26"
149677,Pinzeria by Bontempo,"город Москва, Усачёва улица, дом 26"
149679,Шарлима,"город Москва, Усачёва улица, дом 26"
26839,СТАРАЯ МАНСАРДА,"город Москва, Усачёва улица, дом 62, строение 2"
21754,Дом 12,"город Москва, улица Пречистенка, дом 21/12, строение 5"
28430,СТОЛОВАЯ,"город Москва, улица Пречистенка, дом 20"
25177,Winil Wine Bar,"город Москва, Зубовская улица, дом 5/36"
153457,Столовая при ЧОУ «Золотое сечение»,"город Москва, улица Бурденко, дом 21А"
26828,ACCENTI,"город Москва, Кропоткинский переулок, дом 7, строение 2-4"
151794,Столовая при ГБОУ Школа 1253,"город Москва, улица Тимура Фрунзе, дом 3, строение 2"
153408,Столовая при гимназии 1529 им. А.С. Грибоедова,"город Москва, Староконюшенный переулок, дом 18"
151787,Столовая при ГБОУ Школа 171,"город Москва, улица Доватора, дом 5/9"
153404,Столовая при ГБОУ Лицей 1555,"город Москва, Хилков переулок, дом 3А"
153370,Столовая при ГБОУ Школа 1231,"город Москва, улица Плющиха, дом 39"
151786,Столовая при ГБОУ Школа 171,"город Москва, Усачёва улица, дом 66"
152202,Столовая при ГБОУ Лицей 1535,"город Москва, Малый Саввинский переулок, дом 8"
151785,Столовая при ГБОУ Школа 171,"город Москва, Комсомольский проспект, дом 43, строение 1"
151657,Столовая при ГБОУ Школа 171,"город Москва, 2-я Фрунзенская улица, дом 7А"
153411,Столовая при гимназии 1529 им. А.С. Грибоедова,"город Москва, Гагаринский переулок, дом 20, строение 1"
153368,Столовая при ГБОУ Школа 1231,"город Москва, 1-й Неопалимовский переулок, дом 10, строение 10"
153397,Столовая при ГБПОУ ПТ № 2 (колледж),"город Москва, 1-й переулок Тружеников, дом 12, строение 4"
153401,Столовая при Центре развития и коррекции,"город Москва, 1-й переулок Тружеников, дом 18"
153371,Столовая при ГБОУ Школа 1231,"город Москва, улица Пречистенка, дом 12/2, строение 8"
153436,Столовая при Образовательном комплексе дизайна и технологии,"город Москва, улица Савельева, дом 5"
153380,Столовая при ГБОУ Школа 57,"город Москва, переулок Хользунова, дом 8"
153385,Столовая при ГБОУ Школа 57,"город Москва, улица Хамовнический Вал, дом 26"
125633,Раковая на Усачева,"город Москва, Усачёва улица, дом 22"
21755,Кофе Хаус,"город Москва, Красная площадь, дом 3"
22646,ТД ГУМ Кафе 1 Гастроном 1,"город Москва, Красная площадь, дом 3"
22647,ТД ГУМ Кафе 2 Гастроном 1,"город Москва, Красная площадь, дом 3"
22648,ТД ГУМ КП Кафе «Фестивальное» БЛИНЫ,"город Москва, Красная площадь, дом 3"
22649,ТД ГУМ «Фестивальное» АЗИЯ,"город Москва, Красная площадь, дом 3"
22650,ТД ГУМ КАФЕ «Фестивальное» ИТАЛИЯ,"город Москва, Красная площадь, дом 3"
22651,ТД ГУМ «Фестивальное» «ЯПОНИЯ»,"город Москва, Красная площадь, дом 3"
22652,ТД ГУМ КАФЕ «Фестивальное» КАРТОФЕЛЬ,"город Москва, Красная площадь, дом 3"
22662,БОСКО КАФЕ,"город Москва, Красная площадь, дом 3"
20486,ТД ГУМ Кафе фестивальное Бар Кинозал,"город Москва, Красная площадь, дом 3"
20231,ТД ГУМ бар в столовой,"город Москва, Красная площадь, дом 3"
20336,У ФОНТАНА,"город Москва, Красная площадь, дом 3"
20337,БОСКО БАР,"город Москва, Красная площадь, дом 3"
27891,ТД ГУМ столовая №1,"город Москва, Красная площадь, дом 3"
27892,ТД ГУМКафе «Фестивальное» СТОЛОВАЯ 57,"город Москва, Красная площадь, дом 3"
153463,Столовая при Филипповской школе,"город Москва, Малая Пироговская улица, дом 13, строение 1"
153406,Столовая при гимназии 1529 им. А.С. Грибоедова,"город Москва, 2-й Обыденский переулок, дом 9"
153390,Столовая при ГБПОУ ПТ № 2 (колледж),"город Москва, улица Тимура Фрунзе, дом 28"
153476,Столовая при Медицинском колледже № 5,"город Москва, Смоленский бульвар, дом 24, строение 4"
150573,Буфет на Хитровке,"город Москва, Хитровский переулок, дом 3/1, строение 4"
21643,Пороселло,"город Москва, Лубянский проезд, дом 25, строение 1"
26700,ЧАЙНАТАУН В КИТАЙ ГОРОДЕ,"город Москва, Лубянский проезд, дом 25, строение 1"
24926,КИТАЙСКИЙ ЛЕТЧИК «ДЖАОДА»,"город Москва, Лубянский проезд, дом 25, строение 1"
85912,Ресторан «Шагал»,"город Москва, улица Сергия Радонежского, дом 5, строение 1"
156539,Маэстрелло,"город Москва, улица Покровка, дом 16"
24942,Имаджин,"город Москва, улица Покровка, дом 16"
22127,Долма,"город Москва, улица Покровка, дом 16"
22385,Ми Пьяче,"город Москва, улица Покровка, дом 16"
80921,Ай лайк вайн,"город Москва, улица Покровка, дом 16"
127712,"Бутылка, Кружка и Котел","город Москва, улица Покровка, дом 48, строение 1"
74512,Смайл,"город Москва, улица Покровка, дом 48, строение 1"
76822,Джаганнат,"город Москва, улица Маросейка, дом 4/2, строение 1"
22023,Чайхана «Алайский базар»,"город Москва, улица Сергия Радонежского, дом 23-25, строение 1"
25948,Форбес,"город Москва, Подколокольный переулок, дом 13, строение 1"
26707,Ю-МЭ,"город Москва, улица Покровка, дом 38А"
28416,СТОЛОВАЯ ПРИ УПРАВЛЕНИИ СУДЕБНОГО ДЕПАРТАМЕНТА,"город Москва, Андроньевская площадь, дом 5/9"
144432,То Да Сё,"город Москва, улица Казакова, дом 8, строение 2"
136091,Бургер Кинг,"город Москва, улица Земляной Вал, дом 26, строение 1"
87601,Ресторан «Пяток»,"город Москва, улица Золоторожский Вал, дом 40"
88786,Кафе «Чайхана»,"город Москва, улица Золоторожский Вал, дом 40"
83959,Кафе «Хинкальная»,"город Москва, улица Золоторожский Вал, дом 40"
70035,Lumberjack Bar,"город Москва, Большой Спасоглинищевский переулок, дом 3, строение 5"
21658,Френдис,"город Москва, улица Покровка, дом 28, строение 3"
78343,Микроб,"город Москва, Покровский бульвар, дом 6/20, строение 1"
87779,МОНО,"город Москва, Покровский бульвар, дом 6/20, строение 1"
24933,Сажа,"город Москва, Лубянский проезд, дом 25, строение 2"
24715,Кофемания,"город Москва, улица Покровка, дом 18/18, строение 3"
156645,OConnells Pub,"город Москва, улица Покровка, дом 18/18, строение 1"
27128,Якитория,"город Москва, Авиамоторная улица, дом 41"
78083,Бостон Паб,"город Москва, улица Сергия Радонежского, дом 29-31, строение 1"
85913,Кафе «Шоколадница»,"город Москва, улица Сергия Радонежского, дом 29-31, строение 1"
111795,Чайхона №1,"город Москва, улица Покровка, дом 50/2, строение 2"
28865,ШКОЛА 632,"город Москва, Красноказарменная улица, дом 3, строение 5"
91875,Бир энд Брюд,"город Москва, улица Покровка, дом 26/1, строение 2"
151761,Ред Брик,"город Москва, Хохловский переулок, дом 10, строение 6"
24986,ЕВРО КАФЕ,"город Москва, улица Сергия Радонежского, дом 27, строение 1"
23220,Чайхона,"город Москва, Кусковская улица, дом 1Б"
28816,Столовая ГОУ КЛП №24,"город Москва, Полимерная улица, дом 7А"
29557,Столовая ГБПОУ Колледж железнодорожного и городского транспорта,"город Москва, Напольный проезд, дом 9"
28789,Столовая ГБПОУ Колледж гостеприимства и менеджмента № 23,"город Москва, Напольный проезд, дом 7"
97160,Шашлычная,"город Москва, проспект Будённого, дом 32"
136912,Шерлок,"город Москва, проспект Будённого, дом 30А"
149731,Хлебная лавка Бородинского,"город Москва, улица Молостовых, дом 1Б, строение 1"
28817,Столовая МФК,"город Москва, Кусковская улица, дом 45"
20944,БУФЕТ,"город Москва, шоссе Энтузиастов, дом 19"
23199,Кафе,"город Москва, улица Молостовых, дом 1А"
156102,KFC,"город Москва, Зелёный проспект, дом 83"
128804,Хлебный рай,"город Москва, Новогиреевская улица, дом 11/36, строение 1"
149467,Макдоналдс,"город Москва, Вешняковская улица, дом 18"
157991,ROLL WOK,"город Москва, Вешняковская улица, дом 18"
26561,Рио Грандэ,"город Москва, Зелёный проспект, дом 19"
83297,Уют,"город Москва, 3-я Владимирская улица, дом 24"
149465,Dominos Pizza,"город Москва, Вешняковская улица, дом 29"
27514,ДОГОТОВОЧНАЯ СТОЛОВАЯ - ШКОЛА 1926,"город Москва, Салтыковская улица, дом 15А"
28825,Колледж архитектуры и менеджмента в строительстве № 17,"город Москва, улица Плеханова, дом 5Б"
25264,Восточная ночь,"город Москва, Вешняковская улица, дом 39Б, строение 1"
25265,Бильярдный клуб «ПИТ СТОП»,"город Москва, Вешняковская улица, дом 17Б"
155346,Dominos Pizza,"город Москва, Вешняковская улица, дом 17Б"
25278,Кафе 02,"город Москва, улица Молостовых, дом 3Б"
80525,Столовая,"город Москва, Зелёный проспект, дом 20"
27120,Тануки,"город Москва, Новокосинская улица, дом 36"
23182,Кафе «Огонек»,"город Москва, Снайперская улица, дом 9"
23202,Столовая,"город Москва, Саянская улица, дом 2А"
144085,Кальянная BLAK SMOKE,"город Москва, Вешняковская улица, дом 39А"
142799,Домино'с Пицца,"город Москва, улица Молостовых, дом 3А"
149336,Черный какаду,"город Москва, Зелёный проспект, дом 1А"
28815,Столовая ЦО № 1798,"город Москва, Зелёный проспект, дом 75"
27509,ДОГОТОВОЧНАЯ СТОЛОВАЯ - ШКОЛА 1591,"город Москва, Новокосинская улица, дом 40А"
29553,ПРИ ШКОЛЕ 402,"город Москва, Косинская улица, дом 10А"
20981,Лицей при пединституте,"город Москва, 3-я Владимирская улица, дом 7"
29548,ПРИ ШКОЛЕ 404,"город Москва, Реутовская улица, дом 16А"
28785,ПРИ ШКОЛЕ 36 ВЕЧЕРНЯЯ,"город Москва, улица Молдагуловой, дом 20А"
27490,Столовая ГБОУ школа № 922,"город Москва, шоссе Энтузиастов, дом 100А"
27356,Столовая ГБОУ школа № 1504,"город Москва, улица Сталеваров, дом 20А"
28813,Столовая при ШК. 1310 (796),"город Москва, Перовская улица, дом 44Б"
27492,Столовая ГБОУ школа № 922,"город Москва, улица Молостовых, дом 6А"
28808,Столовая при ШК. 1324 (797),"город Москва, Федеративный проспект, дом 29А"
27506,ДОГОТОВОЧНАЯ СТОЛОВАЯ - ШКОЛА 1025,"город Москва, Новокосинская улица, дом 42А"
28810,Столовая при ШК. 2093 (783),"город Москва, Союзный проспект, дом 2"
28805,Столовая при ШК. 2072,"город Москва, Перовская улица, дом 57А"
21450,буфет при школе № 443,"город Москва, шоссе Энтузиастов, дом 72"
21442,Столовая ГБОУ школа № 922,"город Москва, Федеративный проспект, дом 37А"
21446,Буфет при ЦО №1637,"город Москва, 3-я Владимирская улица, дом 12А"
21555,Буфет при школе №681,"город Москва, 1-я Владимирская улица, дом 13"
27499,Столовая ГБОУ школа № 1502 при МЭИ,"город Москва, Саянская улица, дом 3А"
27508,ДОГОТОВОЧНАЯ СТОЛОВАЯ - ШКОЛА 1024,"город Москва, Новокосинская улица, дом 41"
28829,столовая при школе № 920,"город Москва, Перовская улица, дом 37"
27495,Столовая ГБОУ школа № 1504,"город Москва, улица Сталеваров, дом 10А"
28786,ПРО ГИМНАЗИЯ 1753,"город Москва, Косинская улица, дом 24А"
29555,ПРИ ГИМНАЗИИ 1512,"город Москва, Косинская улица, дом 24А"
28794,Столовая «ООО ВИТО-1»,"город Москва, Муромская улица, дом 1"
27501,Столовая при школе № 1022,"город Москва, Муромская улица, дом 1"
21447,буфет при школе №1269,"город Москва, 3-я Владимирская улица, дом 26А"
21448,буфет при ММГ,"город Москва, 3-я Владимирская улица, дом 5"
28824,столовая при школе № 422,"город Москва, улица Плющева, дом 14А"
28819,столовая при школе № 635,"город Москва, Новогиреевская улица, дом 22А"
29552,ПРИ ШКОЛЕ 813,"город Москва, Снайперская улица, дом 11А"
28807,Столовая при ШК. 1342 (795),"город Москва, Фрязевская улица, дом 7"
28811,Столовая при ШК. 1324 (409),"город Москва, Фрязевская улица, дом 5"
28809,Столовая при ШК. 2072,"город Москва, Утренняя улица, дом 12"
28828,столовая при школе № 423,"город Москва, Федеративный проспект, дом 1А"
29230,ПРИ ШКОЛЕ 1389,"город Москва, Кетчерская улица, дом 8А"
27491,Столовая ГБОУ школа № 1504,"город Москва, улица Сталеваров, дом 16А"
29546,ПРИ ШКОЛЕ 891,"город Москва, улица Молдагуловой, дом 13А"
29231,ПРИ ШКОЛЕ 810,"город Москва, улица Красный Казанец, дом 3А"
29550,ПРИ ШКОЛЕ 1404,"город Москва, Косинская улица, дом 28А"
27494,Столовая ГБОУшкола № 922,"город Москва, улица Молостовых, дом 10Б"
27357,Столовая ГБОУ коррекционная средняя общеобразовательная школа 4 вида № 418,"город Москва, улица Молостовых, дом 3, корпус 2"
29545,ПРИ ШКОЛЕ 407,"город Москва, Снайперская улица, дом 4А"
28827,столовая при школе № 782,"город Москва, улица Плющева, дом 13А"
28822,столовая при школе №450,"город Москва, 3-я Владимирская улица, дом 30А"
28821,столовая при школе № 672,"город Москва, Зелёный проспект, дом 14"
29547,ПРИ ШКОЛЕ 634,"город Москва, Кетчерская улица, дом 10А"
27510,ДОГОТОВОЧНАЯ СТОЛОВАЯ - ШКОЛА 1048,"город Москва, Салтыковская улица, дом 13Б"
27513,ДОГОТОВОЧНАЯ СТОЛОВАЯ - ШКОЛА 1351,"город Москва, Суздальская улица, дом 22Б"
27489,Столовая ГБОУ школа № 1502 при МЭИ,"город Москва, улица Молостовых, дом 10А"
29554,ПРИ ШКОЛЕ 1028,"город Москва, аллея Жемчуговой, дом 7"
28820,столовая при школе № 406,"город Москва, Зелёный проспект, дом 59"
28806,Столовая при ШК. 2093 (787),"город Москва, улица Алексея Дикого, дом 18А"
21283,Медицинское училище № 12,"город Москва, Новогиреевская улица, дом 3"
21207,МОЭК,"город Москва, Электродная улица, дом 4А"
21353,Буфет социального обслуживания «Вешняки»,"город Москва, Реутовская улица, дом 6А"
23224,Перовский дворик,"город Москва, улица Лазо, дом 7"
28818,ДОГОТОВОЧНАЯ СТОЛОВАЯ - МТК 61,"город Москва, Суздальская улица, дом 40Б"
27500,Столовая ГБОУ школа № 1502 при МЭИ,"город Москва, шоссе Энтузиастов, дом 96Б"
28823,столовая при ММГ,"город Москва, Федеративный проспект, дом 8А"
80548,Тбилисо,"город Москва, Бауманская улица, дом 58/3, строение 2"
20713,Бургер Кинг,"город Москва, улица Измайловский Вал, дом 2"
152540,Kafin. best coffe. best price,"город Москва, улица Измайловский Вал, дом 2"
147706,Макдоналдс,"город Москва, улица Измайловский Вал, дом 2"
70956,Кафе Хинкальная 11,"город Москва, Щербаковская улица, дом 7А"
27292,Тануки,"город Москва, улица Генерала Белова, дом 15"
142154,Закусочная «СушиШоп»,"город Москва, Ключевая улица, дом 10, корпус 1"
125947,Домино'с Пицца,"город Москва, Луганская улица, дом 11"
151876,Кафе «Элла 24»,"город Москва, Луганская улица, дом 5"
144740,Домино'с Пицца,"город Москва, Паромная улица, дом 7, корпус 5"
23743,Золотой Орех,"город Москва, Воронежская улица, дом 16"
23585,Кафе «Дворик»,"город Москва, Загорьевская улица, дом 10, корпус 2, строение 2"
73264,Ресторан «Kings»,"город Москва, Бакинская улица, дом 6"
83457,Ресторан «Территория»,"город Москва, Липецкая улица, дом 22"
81201,Кафе «Орхан»,"город Москва, Елецкая улица, дом 35, корпус 2А"
125641,Горячая выпечка,"город Москва, Борисовский проезд, дом 14, корпус 1"
151719,Кафе «ОАЗИС»,"город Москва, Каспийская улица, дом 20, корпус 1"
28127,КОЛЛЕДЖ №57,"город Москва, 2-й Нагатинский проезд, дом 4"
28349,ЦСО ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ «БРАТЕЕВО»,"город Москва, Алма-Атинская улица, дом 10, корпус 3"
29317,ШКОЛА 1569 2 «Созвездие»,"город Москва, улица Мусы Джалиля, дом 19, корпус 3"
29426,ГБОУ Нач.школа № 1632,"город Москва, Ореховый бульвар, дом 33"
29425,Столовая ГБОУ Прогимназия № 1736,"город Москва, улица Мусы Джалиля, дом 29, корпус 3"
29043,ШКОЛА №1466 ОАО «КДП»,"город Москва, Ереванская улица, дом 18, корпус 1"
75495,Кафе Ивеко Групп,"город Москва, Деловая улица, дом 11, корпус 1"
28131,ГОРОДСКАЯ КЛИНИЧ.Б-ЦА 7 ЗАВИША,"город Москва, Коломенский проезд, дом 4"
28358,Столовая «Спорткомплекс Борисово»,"город Москва, улица Борисовские Пруды, дом 29"
21477,ШКОЛА №870 ОАО «КДП»,"город Москва, Весёлая улица, дом 12"
21474,ШКОЛА 543 ГУП «ШКОЛЬНИК»,"город Москва, Каширское шоссе, дом 6, корпус 2"
21393,Буфет «ГОУ Гимназия 1579 КДП »,"город Москва, Пролетарский проспект, дом 7, корпус 3"
21473,ШКОЛА 730 ГУП «ШКОЛЬНИК»,"город Москва, Старокаширское шоссе, дом 2, корпус 11"
21478,ШКОЛА №904 ОАО «КДП»,"город Москва, улица Бехтерева, дом 17А"
29321,Столовая ЦО САБУРОВО 1828 КДП,"город Москва, Каширское шоссе, дом 55, корпус 7"
29322,Столовая ЦО САБУРОВО 1828 КДП- 1,"город Москва, Каширское шоссе, дом 55, корпус 7"
21535,Буфет «Школа 511 КДП»,"город Москва, улица Москворечье, дом 39"
21469,ЗАГОРЬЕ ШК.№5,"город Москва, Бирюлёвская улица, дом 20"
21472,ШКОЛА 978 ГУП «ШКОЛЬНИК»,"город Москва, 1-й Нагатинский проезд, дом 16"
28966,ЗАГОРЬЕ ШК. 934,"город Москва, Липецкая улица, дом 44"
29021,ГБОУ ШКОЛА 979 «КДП»,"город Москва, Тамбовская улица, дом 10"
29023,ГБОУ ШКОЛА 1207 «КДП»,"город Москва, Домодедовская улица, дом 24, корпус 7"
27597,ГБОУ ШКОЛА №867 ОАО «Комбинат дошкольного питания»,"город Москва, улица Борисовские Пруды, дом 20, корпус 3"
27598,ГБОУ ШКОЛА №867 ОАО «Комбинат дошкольного питания»,"город Москва, улица Борисовские Пруды, дом 20, корпус 3"
29026,ГБОУ ШКОЛА 949 «КДП»,"город Москва, Воронежская улица, дом 46, корпус 2"
29315,Столовая ГБОУ СОШ 991 2,"город Москва, Шипиловская улица, дом 59, корпус 2"
29033,ГБОУ ШКОЛА 949 «КДП»,"город Москва, Воронежская улица, дом 46, корпус 3"
29336,ГБОУ ШКОЛА 1207 «КДП»,"город Москва, Шипиловский проезд, дом 57"
29318,Столовая ГБОУ ЦО № 943 «Школа здоровья»,"город Москва, улица Мусы Джалиля, дом 29, корпус 2"
28961,ЗАГОРЬЕ ШК.№ 948,"город Москва, Лебедянская улица, дом 26, корпус 4"
29034,ГБОУ ШКОЛА 548 «КДП»,"город Москва, Елецкая улица, дом 31, корпус 2"
28992,ШКОЛА 940 ГУП «ШКОЛЬНИК»,"город Москва, Коломенский проезд, дом 16"
27603,ГБОУ ШКОЛА №998 ОАО «Комбинат дошкольного питания»,"город Москва, Паромная улица, дом 5, корпус 3"
27602,ГБОУ ШКОЛА №998 ОАО «Комбинат дошкольного питания»,"город Москва, улица Борисовские Пруды, дом 36, корпус 2"
29589,ГБОУ СОШ 944,"город Москва, улица Мусы Джалиля, дом 6, корпус 3"
29587,Столовая ГБОУ СОШ № 995,"город Москва, улица Мусы Джалиля, дом 7, корпус 5"
29024,ГБОУ ШКОЛА 544 «КДП»,"город Москва, Шипиловский проезд, дом 73"
28985,Столовая ГБОУ ЦО № 1433,"город Москва, Шипиловская улица, дом 46, корпус 3"
27537,ГБОУ ШКОЛА №867 «ОАО Комбинат дошкольного питания»,"город Москва, Ключевая улица, дом 6, корпус 2"
29590,Столовая ГБОУ ЦО № 936,"город Москва, Задонский проезд, дом 34, корпус 3"
