id,object_name,address
27503,СТОЛОВАЯ при ЦО 1246 корпус № 1035,"город Москва, Открытое шоссе, дом 24, корпус 7"
149376,СТОЛОВАЯ на ПЕРМСКОЙ,"город Москва, Пермская улица, дом 7, строение 2"
28019,СТОЛОВАЯ при Микояновском мясокомбинате,"город Москва, Пермская улица, дом 3, строение 26"
29562,Столовая ШК.1036,"город Москва, улица Сокольнический Вал, дом 28"
26869,Макдоналдс,"город Москва, Хабаровская улица, дом 15"
20830,ИНСТИТУТ ПЛАСТИЧЕСКОЙ ХИРУРГИИ И КОСМЕТОЛОГИИ,"город Москва, Ольховская улица, дом 27"
26566,Хинкальная,"город Москва, Преображенская площадь, дом 7А, строение 1"
27480,ГБОУ Школа № 1078,"город Москва, Алтайская улица, дом 26А"
72992,Якитория,"город Москва, Русаковская улица, дом 25, строение 1"
26218,Яуза,"город Москва, улица Стромынка, дом 22"
156198,Кафе,"город Москва, Байкальская улица, дом 1/3, строение 5"
27581,При школе 1452,"город Москва, 1-я Гражданская улица, дом 96"
27794,При медицинском училище № 19,"город Москва, Ивантеевская улица, дом 25А"
25919,KFC,"город Москва, Открытое шоссе, дом 9, строение 1"
142065,Самарканд,"город Москва, Открытое шоссе, дом 9, строение 10"
142368,Пивной бар,"город Москва, Большая Семёновская улица, дом 15"
20653,Буфет в Автомире,"город Москва, Иркутская улица, дом 5/6, строение 1"
25276,Кафе-столовая,"город Москва, улица Бирюсинка, дом 6, корпус 1-5"
23215,Шарманка,"город Москва, Новокосинская улица, дом 19, строение 2"
28309,СТОЛОВАЯ ООО «КОМПАС ГРУПП РУС»,"город Москва, Электрозаводская улица, дом 24"
21672,Гриль Хаус,"город Москва, Щёлковское шоссе, дом 100, корпус 100"
143231,Макдоналдс,"город Москва, Щёлковское шоссе, дом 100, корпус 100"
110612,Бургер Кинг,"город Москва, Щёлковское шоссе, дом 100, корпус 100"
156186,Суши Маркет,"город Москва, Щёлковское шоссе, дом 100, корпус 100"
154063,Dim Sun,"город Москва, Щёлковское шоссе, дом 100, корпус 100"
154496,Пиццерия,"город Москва, Щёлковское шоссе, дом 100, корпус 100"
154784,Кафе Мороженное,"город Москва, Щёлковское шоссе, дом 100, корпус 100"
151271,Столовая ХХI века,"город Москва, Тагильская улица, дом 4, строение 5"
21215,Кафе РГСУ,"город Москва, улица Стромынка, дом 18, корпус 1"
27659,При школе 390,"город Москва, бульвар Маршала Рокоссовского, дом 34"
27504,ДОГОТОВОЧНАЯ СТОЛОВАЯ - ГБОУ Школа № 1925,"город Москва, Новокосинская улица, дом 13А"
73579,Три Правила,"город Москва, Щёлковское шоссе, дом 100, корпус 1"
21317,Столовая,"город Москва, Алтайская улица, дом 21, строение 1"
140582,Кафетерий,"город Москва, Суздальская улица, дом 15А"
91367,Club Le Shateau,"город Москва, Большая Черкизовская улица, дом 24А, строение 1"
23206,Кворум,"город Москва, Большая Косинская улица, дом 1Д"
128801,Subway,"город Москва, 1-я улица Бухвостова, дом 12/11, корпус 11"
133157,Нон Ла,"город Москва, 1-я улица Бухвостова, дом 12/11, корпус 12"
125139,Цыпа гриль,"город Москва, 1-я улица Бухвостова, дом 12/11, корпус 13"
117474,Бургерная,"город Москва, 1-я улица Бухвостова, дом 12/11, корпус 13"
150774,Донатс,"город Москва, улица Сокольнический Вал, дом 2А"
27507,ДОГОТОВОЧНАЯ СТОЛОВАЯ - ШКОЛА 1200,"город Москва, Суздальская улица, дом 24Б"
27998,Столовая,"город Москва, 2-й Иртышский проезд, дом 6, строение 1"
28002,Столовая,"город Москва, Иркутская улица, дом 11, корпус 1"
21322,Технопарк,"город Москва, 16-я Парковая улица, дом 32"
144509,Лукойл,"город Москва, Щёлковское шоссе, дом 102А"
141704,Столичный паб,"город Москва, Большая Черкизовская улица, дом 30Б"
29240,Столовая ИНТ.30,"город Москва, улица Олений Вал, дом 22"
154618,Шаурма,"город Москва, Сокольническая площадь, дом 4А"
156235,Пивотека 465,"город Москва, Сокольническая площадь, дом 4А"
71557,Ваби-Саби,"город Москва, Сокольническая площадь, дом 4А"
83991,KFC,"город Москва, Сокольническая площадь, дом 9А"
81261,Бургер Кинг,"город Москва, Сокольническая площадь, дом 9А"
22222,Столовая,"город Москва, 1-я Пугачёвская улица, дом 25, строение 1"
81049,КАФЕ «КАФИШКА»,"город Москва, Тагильская улица, дом 4, строение 15"
21320,Кафе Столовая,"город Москва, Сиреневый бульвар, дом 77"
73012,При Коледже индустрии гостеприимства и менеджмента №23,"город Москва, Погонный проезд, дом 5"
28851,Столовая,"город Москва, улица Олений Вал, дом 9"
25270,Луснар,"город Москва, Амурская улица, дом 12А"
152899,KFC,"город Москва, Окружной проезд, владение 2А, строение 1"
150766,Шумкина 26,"город Москва, улица Шумкина, дом 26А, строение 4"
21532,Столовая ШК.1282,"город Москва, улица Барболина, дом 1"
29241,Столовая ШК. 1282,"город Москва, улица Барболина, дом 1"
133110,Кафетерий,"город Москва, Просторная улица, дом 1"
143095,Кайф Кормить,"город Москва, улица Богородский Вал, дом 3, строение 28"
29536,При школе 1349,"город Москва, Открытое шоссе, дом 6, корпус 12"
86311,Бургер Кинг,"город Москва, 9-я Парковая улица, дом 68, корпус 1"
138799,Такуми Сан,"город Москва, Новокосинская улица, дом 22"
150865,Lost Bar,"город Москва, Новокосинская улица, дом 22"
73013,При колледже автоматизациии информационых технологий № 20,"город Москва, 1-я Мясниковская улица, дом 16"
144464,Кафе при АЗС Шелл нефть,"город Москва, Большая Оленья улица, дом 20"
149685,Ереван,"город Москва, Оренбургская улица, дом 32, строение 5"
26220,Соколиная охота,"город Москва, проезд Сокольнического Круга, дом 11"
28796,Столовая «ООО ВИТО-1»,"город Москва, улица Руднёвка, дом 10"
23249,Метро К&К,"город Москва, 104-й километр Московской Кольцевой Автодороги, дом 6"
27589,СТОЛОВАЯ ШКОЛЫ 650,"город Москва, Большая Черкизовская улица, дом 26"
156817,Папа'с Буфет,"город Москва, Электрозаводская улица, дом 21"
28302,Столовая,"город Москва, Электрозаводская улица, дом 21"
28303,СТОЛОВАЯ ОАО ХК «ЭЛЕКТРОЗАВОД»,"город Москва, Электрозаводская улица, дом 21"
28798,Столовая «ООО ВИТО-1»,"город Москва, Святоозерская улица, дом 17"
24459,Кафе,"город Москва, Халтуринская улица, дом 11А"
105769,Тамаси Суши,"город Москва, Новокосинская улица, дом 14А"
22221,Когофрагола,"город Москва, Суздальская улица, дом 12А"
28795,Столовая «ООО ВИТО-1»,"город Москва, улица Медведева, дом 6"
27505,ДОГОТОВОЧНАЯ СТОЛОВАЯ - ШКОЛА 1914,"город Москва, Суздальская улица, дом 12Б"
27066,Москва,"город Москва, Русаковская улица, дом 24"
27067,Гриль,"город Москва, Русаковская улица, дом 24"
28487,Атриум,"город Москва, Русаковская улица, дом 24"
24456,Кафе № 1,"город Москва, Электродная улица, дом 10"
28792,Столовая «ООО ВИТО-1»,"город Москва, улица Дмитриевского, дом 13"
29558,Столовая «ООО ВИТО-1»,"город Москва, улица Дмитриевского, дом 5"
28486,Гостехстрой,"город Москва, Большая Оленья улица, дом 8А"
28790,Столовая «ООО ВИТО-1»,"город Москва, улица Татьяны Макаровой, дом 2"
28793,Столовая «ООО ВИТО-1»,"город Москва, Лухмановская улица, дом 26А"
21580,Столовая ШК.1752,"город Москва, Большая Остроумовская улица, дом 7"
27662,Столовая ШК.1530,"город Москва, Большая Остроумовская улица, дом 7"
27593,Столовая «ГОУ СОШ №2033»,"город Москва, Щёлковское шоссе, дом 26А"
21391,Столовая ШК.378,"город Москва, улица Стромынка, дом 17"
84685,Паприка,"город Москва, улица Руднёвка, дом 19"
28006,Столовая,"город Москва, Иркутская улица, дом 2, корпус 1"
29422,Столовая «ООО ВИТО-1»,"город Москва, Лухмановская улица, дом 13Б"
21211,Буфет,"город Москва, улица Стромынка, дом 4, корпус 1"
129782,Столовая,"город Москва, улица Стромынка, дом 4, корпус 1"
28579,Столовая ШК.364,"город Москва, Старослободская улица, дом 8"
143462,Чайхона №1,"город Москва, Городецкая улица, дом 5"
20753,Парос-Тал,"город Москва, Спартаковская улица, дом 8"
26708,Омулевая Бочка,"город Москва, улица Покровка, дом 33"
156004,Алло Пицца,"город Москва, Щёлковское шоссе, дом 72"
24702,Парадиз Ролан,"город Москва, Чистопрудный бульвар, дом 12, строение 1"
68279,Саперави,"город Москва, улица Покровка, дом 5, строение 5"
152842,Чай+,"город Москва, Ладожская улица, дом 4-6, строение 2"
28484,СТОЛОВАЯ,"город Москва, Ткацкая улица, дом 15"
21361,БУФЕТ-РАЗДАТОЧНАЯ,"город Москва, Гаражная улица, дом 4"
21609,Макдоналдс,"город Москва, Щёлковское шоссе, дом 2/1, строение 1"
25622,Кофейня «BP»,"город Москва, Щёлковское шоссе, дом 2/1, строение 1"
20666,Развлекательный центр «Semenov»,"город Москва, Ткацкая улица, дом 5, строение 7"
23292,Французская выпечка,"город Москва, Семёновская площадь, дом 7, корпус 17"
152876,Пекарня Маман,"город Москва, Семёновская площадь, дом 7, корпус 17"
151599,Пекарня «Гурман»,"город Москва, Семёновская площадь, дом 7, корпус 17"
97093,Burger Club,"город Москва, шоссе Энтузиастов, дом 31"
125052,Гриль Хаус дисконт бар,"город Москва, шоссе Энтузиастов, дом 31"
142366,Стардогс,"город Москва, шоссе Энтузиастов, дом 31, строение 39"
125639,Хинкали Пойнт,"город Москва, Большой Спасоглинищевский переулок, дом 9/1, строение 14"
100995,Вок-стрип,"город Москва, Семёновская площадь, дом 1"
25319,Кофе-бар,"город Москва, Семёновская площадь, дом 1"
25551,МУ-МУ,"город Москва, Семёновская площадь, дом 1"
27125,"Витаминный бар, соки","город Москва, Семёновская площадь, дом 1"
22150,Carte D Or,"город Москва, Семёновская площадь, дом 1"
21983,BB Grill,"город Москва, Семёновская площадь, дом 1"
21907,Теремок,"город Москва, Семёновская площадь, дом 1"
27809,Столовая,"город Москва, Большая Семёновская улица, дом 42"
154334,Чебуречная,"город Москва, Зелёный проспект, дом 3А, строение 1"
20721,Кафе -бар,"город Москва, улица 9 Мая, дом 8"
26215,Кавказский дворик,"город Москва, Мироновская улица, дом 33"
29658,Кондитерская,"город Москва, Щербаковская улица, дом 53, корпус 15"
27250,Гурман,"город Москва, Щербаковская улица, дом 53, корпус 15"
149534,Чайхана,"город Москва, шоссе Энтузиастов, дом 64"
27515,Школа 448,"город Москва, посёлок Акулово, дом 43А, строение 1"
27283,Пиала,"город Москва, Зелёный проспект, дом 5/12, строение 1"
28025,Столовая ОАО Узоры,"город Москва, Полимерная улица, дом 8"
29233,Тандыр,"город Москва, Кетчерская улица, дом 13, строение 2"
28026,Столовая в ТД Перовский,"город Москва, Свободный проспект, дом 33"
23213,Шоколадница,"город Москва, Свободный проспект, дом 33"
28031,Столовая,"город Москва, Вольная улица, дом 39"
28812,Столовая при ШК. 1324,"город Москва, Федеративный проспект, дом 27"
28299,ЦНИИ Связи,"город Москва, 1-й проезд Перова Поля, дом 8"
88467,Ешка,"город Москва, 1-й проезд Перова Поля, дом 9, строение 1"
84658,Бургер Кинг,"город Москва, Измайловское шоссе, дом 69Д"
28480,СТОЛОВАЯ,"город Москва, Вольная улица, дом 30"
25291,Трое из Ларца,"город Москва, Измайловское шоссе, дом 71, строение 12"
21208,ТЭЦ-11,"город Москва, шоссе Энтузиастов, дом 32, строение 1"
83865,Пекарня,"город Москва, Электродная улица, дом 2, строение 1"
23230,Столовая,"город Москва, Электродная улица, дом 2, строение 12-13-14"
21209,БУФЕТ,"город Москва, Вельяминовская улица, дом 32, корпус 1"
28311,СТОЛОВАЯ,"город Москва, Вельяминовская улица, дом 32, корпус 1"
28032,Столовая,"город Москва, Вельяминовская улица, дом 34, строение 1"
69508,"Шаурма, выпечка","город Москва, улица Плеханова, дом 17, строение 9"
152940,"Шаурма, куры-гриль","город Москва, улица Плеханова, дом 17, строение 8"
24452,Столовая СССР,"город Москва, улица Плеханова, дом 17, строение 10"
20657,Кружка,"город Москва, Измайловское шоссе, владение 71, строение 16"
77254,Бистро,"город Москва, Свободный проспект, дом 20А"
28310,СТОЛОВАЯ,"город Москва, Окружной проезд, дом 27"
26870,Макдоналдс,"город Москва, шоссе Энтузиастов, владение 63, строение 1"
26211,Царские сады,"город Москва, шоссе Энтузиастов, дом 31М"
28028,СТОЛОВАЯ 8,"город Москва, проспект Будённого, дом 16"
22102,ТРАКТИР ВАГАНТ,"город Москва, Измайловское шоссе, дом 71, строение 14"
29556,Столовая ГАОУ ВО МГПУ,"город Москва, улица Чечулина, дом 1"
28023,Столовая,"город Москва, Кусковская улица, дом 12"
25284,Кафе «Серебрянка»,"город Москва, 3-я Парковая улица, дом 41А, строение 3"
29232,СТОЛОВАЯ МОСКОВСКИЙ ГУМАНИТАРНЫЙ УНИВЕРСИТЕТ,"город Москва, улица Юности, дом 5, строение 1"
20874,БУФЕТ,"город Москва, улица Ибрагимова, дом 32, строение 1"
20092,Чайхона №1,"город Москва, Первомайская улица, дом 106А"
154823,"Шаурма, куры-гриль","город Москва, Первомайская улица, владение 104А"
26216,Макдоналдс,"город Москва, Большая Семёновская улица, дом 26"
28298,Столовая,"город Москва, улица Плеханова, дом 6, корпус 1"
28848,СТОЛОВАЯ ШКОЛЫ 429,"город Москва, проспект Будённого, дом 15А"
26203,Дядя Коля,"город Москва, Перовская улица, дом 35А"
145303,BP,"город Москва, шоссе Энтузиастов, дом 63Б"
100924,Столовая,"город Москва, шоссе Энтузиастов, дом 59"
137539,Московский дворик,"город Москва, улица Ибрагимова, дом 20, строение 2"
28301,Столовая,"город Москва, шоссе Энтузиастов, дом 38"
23181,ФАНТОЦЦИ РУС,"город Москва, Вешняковская улица, дом 18А"
26204,Да Пино,"город Москва, Перовская улица, дом 32, строение 1"
24808,Кафе «Малахит»,"город Москва, Средняя Первомайская улица, дом 3"
25893,Макдоналдс,"город Москва, Вешняковская улица, дом 22А"
111780,Пронто,"город Москва, Вешняковская улица, дом 22А"
24445,Ресторан Мой двор,"город Москва, улица Сталеваров, дом 3Л"
27715,СТОЛОВАЯ,"город Москва, Барабанный переулок, дом 3"
91380,KFC,"город Москва, Измайловское шоссе, дом 71А"
91386,Теремок,"город Москва, Измайловское шоссе, дом 71А"
141206,"Ресторан-бар, ночной клуб «Адмирал»","город Москва, Измайловское шоссе, дом 71А"
25443,КАФЕ «ЯКИТОРИЯ»,"город Москва, Семёновская площадь, дом 2"
24660,Кафе «Урюк» Хивинская чайхона,"город Москва, Семёновская площадь, дом 2"
23258,Ресторан «Пронто»,"город Москва, Семёновская площадь, дом 2"
26201,Макдоналдс,"город Москва, Свободный проспект, дом 35Б"
23225,Луч,"город Москва, 1-я Владимирская улица, дом 10Д, строение 3"
26200,Му-Му,"город Москва, Зелёный проспект, дом 54А"
27242,Якитория,"город Москва, Зелёный проспект, дом 54А"
27249,Изба,"город Москва, Большая Семёновская улица, дом 16"
27122,KFC,"город Москва, Большая Семёновская улица, дом 16"
23284,Пицца,"город Москва, Большая Семёновская улица, дом 16"
25318,КАФЕ «ОКОЛИЦА»,"город Москва, Большая Семёновская улица, дом 16"
21972,Баскин Роббинс,"город Москва, Большая Семёновская улица, дом 16"
22225,Крошка Картошка,"город Москва, Большая Семёновская улица, дом 16"
21714,ДЕТСКОЕ КАФЕ,"город Москва, Большая Семёновская улица, дом 16"
137574,Соки,"город Москва, Большая Семёновская улица, дом 16"
137552,Русская трапеза,"город Москва, Большая Семёновская улица, дом 16"
137600,Кофе,"город Москва, Большая Семёновская улица, дом 16"
102003,Кафе,"город Москва, Большая Семёновская улица, дом 16"
102007,Кафе,"город Москва, Большая Семёновская улица, дом 16"
102011,Кафе,"город Москва, Большая Семёновская улица, дом 16"
102014,Аксессуары,"город Москва, Большая Семёновская улица, дом 16"
101926,Пиццерия «Dan cafe»,"город Москва, Большая Семёновская улица, дом 16"
101928,Бургер Кинг,"город Москва, Большая Семёновская улица, дом 16"
101931,Воккер,"город Москва, Большая Семёновская улица, дом 16"
26217,ГРАБЛИ,"город Москва, Семёновская площадь, дом 1А"
138795,Кафе «Бистро»,"город Москва, проспект Будённого, дом 16, строение 63"
28029,СТОЛОВАЯ 5,"город Москва, проспект Будённого, дом 16, корпус 2"
58583,Нияма,"город Москва, Измайловское шоссе, дом 69Г"
69890,Хмельбург,"город Москва, Сиреневый бульвар, дом 59, строение 1"
141956,Маза,"город Москва, Измайловское шоссе, дом 71, корпус 4Г-Д, строение 15"
59296,Starbucks,"город Москва, Преображенская площадь, дом 8"
80381,Изюм,"город Москва, Преображенская площадь, дом 8"
81160,Кафетерия,"город Москва, Преображенская площадь, дом 8"
26868,Янис,"город Москва, Первомайская улица, дом 116А"
139474,Пицца Хат,"город Москва, Перовская улица, дом 61А"
21443,Столовая при школе № 1602,"город Москва, Златоустовская улица, дом 3"
28797,Столовая «ООО ВИТО-1»,"город Москва, Златоустовская улица, дом 3"
71547,Березки,"город Москва, Курганская улица, дом 4А"
154297,Джардино ди пино,"город Москва, Зелёный проспект, дом 62А"
139523,KFC,"город Москва, Зелёный проспект, дом 62А"
60417,Две палочки,"город Москва, Зелёный проспект, дом 62А"
23272,Кафе «Черный кот»,"город Москва, Нижний Журавлёв переулок, дом 3"
71561,Буревестник,"город Москва, 3-я Рыбинская улица, дом 18, строение 22"
141918,Домино'с Пицца,"город Москва, Щербаковская улица, дом 41Б"
73438,Ганс и Марта,"город Москва, Салтыковская улица, дом 15Г"
144462,Кафе при АЗС Газпромнефть №134,"город Москва, Русаковская набережная, дом 7"
143151,Шаурма,"город Москва, 13-я Парковая улица, дом 28А, строение 1"
156398,KFC,"город Москва, Святоозерская улица, дом 1А"
156404,Кафе «Курассан»,"город Москва, Святоозерская улица, дом 1А"
139130,Сабвей,"город Москва, Салтыковская улица, владение 1Б, строение 1"
28923,СТОЛОВАЯ ПРИ ГОУ СОШ № 1910,"город Москва, Мячковский бульвар, дом 25"
29244,Столовая ШКОЛА 1905,"город Москва, улица Маршала Полубоярова, дом 22"
29284,ГБОУ «Многофункциональный образовательный комплекс «Кузьминки»),"город Москва, Окская улица, дом 14, корпус 2, строение 1"
21226,Столовая при 2 автобусном парке,"город Москва, Привольная улица, дом 29, корпус 1"
27523,НОУ «МИНИ-ШКОЛА»,"город Москва, Кузьминская улица, дом 10, строение 2"
26746,БУДВАР,"город Москва, Котельническая набережная, дом 33, строение 1"
22110,Кафе «Гипер»,"город Москва, Иловайская улица, дом 3А, строение 1"
24653,TravelCafe,"город Москва, Верхняя Радищевская улица, дом 7, строение 1"
26056,КОЛБАСОФФ,"город Москва, Таганская улица, дом 17-23"
85922,Кафе «Семь сэндвичей»,"город Москва, Большой Дровяной переулок, дом 8, строение 1"
28332,СТОЛОВАЯ при ОАО ДОК-3,"город Москва, 1-я Карачаровская улица, дом 8, строение 1"
29570,ФИЛИАЛ ШБС ЛЮБЛИНО ШК. 1041,"город Москва, улица Гурьянова, дом 71"
22017,Кафе «Реберная»,"город Москва, улица Солянка, дом 4, строение 1-1А"
29265,Столовая ГОУ 1083,"город Москва, Хвалынский бульвар, дом 4, корпус 4"
29259,Столовая ГОУ 1084,"город Москва, Привольная улица, дом 17, корпус 1"
27672,ЛанчКом,"город Москва, Марксистская улица, дом 3, строение 6"
155516,Marx Urban Grill,"город Москва, Марксистская улица, дом 3, строение 1"
96111,Кафе «Планета»,"город Москва, Марксистская улица, дом 3, строение 1"
28412,СТОЛОВАЯ ПРИ МОСК. КАРДОЛЕНТНОЙ Ф-КЕ,"город Москва, Марксистская улица, дом 3, строение 1"
96099,Крошка Картошка,"город Москва, Таганская улица, дом 2"
102805,Кафе «Поль Бейкери»,"город Москва, Таганская улица, дом 2"
59091,Кафе «Сабвей» Старбакс,"город Москва, Таганская улица, дом 2"
28335,ЗСИ,"город Москва, 1-я Вольская улица, дом 45"
26645,Гусятникоff,"город Москва, улица Александра Солженицына, дом 2А, строение 2"
29267,Столовая 1937,"город Москва, Самаркандский бульвар, дом 28, корпус 2"
149694,Тортугас Бар,"город Москва, Рязанский проспект, дом 10, строение 2"
23521,KFC,"город Москва, Рязанский проспект, дом 75, корпус 3"
28334,ВЕЛЬЕН,"город Москва, Южнопортовая улица, дом 24, строение 1"
28893,СТОЛОВАЯ ПРИ ГОУ ЦО № 1462,"город Москва, Мячковский бульвар, дом 7, корпус 2"
155721,Выпечка.Гриль,"город Москва, улица Хлобыстова, дом 9"
28939,ФИРМА РАЗДОЛЬЕ,"город Москва, Волгоградский проспект, дом 46Б"
105647,Кафе-столовая ВКУС ЖИЗНИ,"город Москва, Рязанский проспект, дом 22, корпус 2"
124358,Крошка Картошка,"город Москва, Сормовская улица, дом 6"
131344,Кофе с собой,"город Москва, Сормовская улица, дом 6"
26572,Ресторан «Макдоналдс»,"город Москва, Зеленодольская улица, дом 38"
24542,КАФЕ ЮЖНЫЙ ПОРТ -М,"город Москва, улица Трофимова, владение 36"
150938,НЕКРАСОВСКИЕ БАНИ,"город Москва, 1-я Вольская улица, дом 26"
23399,НАПОЛЕТАНА,"город Москва, Авиамоторная улица, дом 8А, строение 5"
28048,СОДЕКСО ЕвроАзия,"город Москва, Авиамоторная улица, дом 8А, строение 5"
144936,Шашлык на углях,"город Москва, Авиамоторная улица, дом 44, строение 7"
134323,Алекс,"город Москва, Тихорецкий бульвар, владение 1, строение 2"
134324,Алекс,"город Москва, Тихорецкий бульвар, владение 1, строение 2"
133949,Анис,"город Москва, Тихорецкий бульвар, владение 1, строение 1"
134169,Вкус Востока,"город Москва, Тихорецкий бульвар, владение 1, строение 1"
134171,Имбирь,"город Москва, Тихорецкий бульвар, владение 1, строение 1"
134205,ТриумфИнвест,"город Москва, Тихорецкий бульвар, владение 1, строение 1"
69921,Ресторан BROWN BAR,"город Москва, Волгоградский проспект, дом 37А, строение 1"
28053,МОСКАБЕЛЬМЕТ,"город Москва, 2-я Кабельная улица, дом 2, строение 10"
28050,ЭЛКАТ,"город Москва, 2-я Кабельная улица, дом 2, строение 50"
150860,Аяна,"город Москва, улица Полбина, дом 30, строение 2"
23364,Кафе Лель,"город Москва, Солдатская улица, дом 17"
28344,Пролетарец,"город Москва, Новоостаповская улица, дом 12, строение 2"
21335,«Амега» раздаточный буфет 2-го автобусного парка,"город Москва, Мячковский бульвар, дом 1А"
24541,Теремок,"город Москва, Рязанский проспект, дом 46, корпус 3"
24526,Кафе «Русвилс»,"город Москва, улица Перерва, дом 19, строение 1"
23504,УГРЕША,"город Москва, Угрешская улица, дом 2, строение 90"
21459,ГБОУ «Школа № 2111 «Новая Волна»,"город Москва, улица Академика Скрябина, дом 36, строение 3"
69789,КАФЕ ДОБЕРМАН,"город Москва, Волочаевская улица, дом 12А, строение 1"
69926,Ляхова Л.К.,"город Москва, Волгоградский проспект, дом 119А"
69909,Иль Патио,"город Москва, Волгоградский проспект, дом 119А"
127256,ШИКАРИ,"город Москва, Волгоградский проспект, дом 119А"
20779,KFC Волгоградский,"город Москва, Волгоградский проспект, дом 119А"
83554,Subway,"город Москва, Волгоградский проспект, дом 119А"
28329,СТОЛОВАЯ ДЕМЕТРА,"город Москва, Иловайская улица, дом 3, строение 1"
28080,СТОЛОВАЯ ПРИ ЖБИ,"город Москва, Южнопортовая улица, дом 21, строение 1"
26674,Гластонбери,"город Москва, 1-я Дубровская улица, дом 13А, строение 1"
20257,Кафе «Баграм»,"город Москва, Люблинская улица, дом 171, корпус 1А"
23505,ХОРОШЕЕ МЕСТО,"город Москва, 2-й Южнопортовый проезд, дом 27А, строение 2"
58540,Макдоналдс,"город Москва, Волгоградский проспект, домовладение 24, корпус 1"
27521,"Столовая ШКОЛА-ИНТЕРНАТ №15 ЦИРКОВОГО ПРОФИЛЯ ИМ. Ю.В. НИКУЛИНА ДЛЯ ДЕТЕЙ, ОСТАВШИХСЯ БЕЗ ПОПЕЧЕНИЯ","город Москва, Волгоградский проспект, дом 169, корпус 2"
80752,БИЗЕС-ЦЕНТР КАРАЧАРОВО,"город Москва, Рязанский проспект, дом 2, строение 49"
58562,Ашкым,"город Москва, Краснодарская улица, дом 60А"
28076,Столовая при ЗАО «Микояновский мясокомбинат»,"город Москва, улица Талалихина, дом 41, строение 14"
24527,Кафе «Галес»,"город Москва, Мячковский бульвар, дом 3, корпус 1"
21147,БУФЕТ,"город Москва, Новохохловская улица, дом 25, строение 1"
28061,СТОЛОВАЯ ПРИ Московском эндокринном заводе,"город Москва, Новохохловская улица, дом 25, строение 1"
106261,Кофе,"город Москва, Рязанский проспект, дом 2, корпус 2"
106278,Макдоналдс,"город Москва, Рязанский проспект, дом 2, корпус 2"
21805,СИНАМОН,"город Москва, Рязанский проспект, дом 2, строение 1"
26244,Гавана,"город Москва, Рязанский проспект, дом 2Б"
28331,Столовая при ПАО КМЗ,"город Москва, Рязанский проспект, дом 2, строение 1"
140239,Столовая,"город Москва, Остаповский проезд, дом 3, строение 3"
20854,БУФЕТ,"город Москва, Подъёмная улица, дом 12, строение 1"
28383,СТОЛОВАЯ ПРИ ЦКБ ТЯЖЕЛОГО МАШИНОСТРОЕНИЯ,"город Москва, Подъёмная улица, дом 12, строение 1"
23449,Макдоналдс,"город Москва, Люблинская улица, дом 165, корпус 1А"
21732,Кафе «Шоколадница»,"город Москва, Люблинская улица, дом 165, корпус 1"
110799,Кафе «Saperavi»,"город Москва, Люблинская улица, дом 165, корпус 1"
28914,СТОЛОВАЯ ПРИ ГОУ СОШ № 1147,"город Москва, Батайский проезд, дом 45"
92254,KFC,"город Москва, Рязанский проспект, дом 2, корпус 2"
92151,Теремок,"город Москва, Рязанский проспект, дом 2, корпус 2"
21629,Крошка Картошка,"город Москва, Рязанский проспект, дом 2, корпус 2"
28035,МНИИ АЛЬТАИР,"город Москва, Авиамоторная улица, дом 57, строение 1"
28922,СТОЛОВАЯ ПРИ ГОУ СОШ № 1357,"город Москва, Перервинский бульвар, дом 10, корпус 1"
28905,СТОЛОВАЯ ПРИ ГОУ СОШ № 1458,"город Москва, Перервинский бульвар, дом 10, корпус 1"
24506,КАФЕ ШАРМАНКА,"город Москва, Авиамоторная улица, дом 33"
28071,Столовая при ПАО «Промсвязьбанк»,"город Москва, Смирновская улица, дом 10, строение 1"
137728,Долина,"город Москва, Цимлянская улица, дом 10"
21043,БИТРАЙТ,"город Москва, Остаповский проезд, дом 13, строение 1"
91017,Макдоналдс,"город Москва, Шарикоподшипниковская улица, дом 11, строение 5"
29253,Столовая 1935,"город Москва, улица Авиаконструктора Миля, дом 18, корпус 2"
25629,Юнит,"город Москва, Волочаевская улица, дом 44"
29286,Школа,"город Москва, Тихорецкий бульвар, дом 8А"
28046,УТРО,"город Москва, Волочаевская улица, дом 38"
136904,Лола,"город Москва, Люблинская улица, дом 72"
23553,Город,"город Москва, Люблинская улица, дом 7, строение 1"
28490,СТОЛОВАЯ ФГПУ УССТ 2,"город Москва, 2-й Курьяновский проезд, дом 2"
28082,НЕКРАСОВКА +,"город Москва, 2-я Вольская улица, дом 30, строение 1"
23421,ХАРТ-ТРЕЙДИНГ ЛТД,"город Москва, Егорьевский проезд, дом 2, строение 5"
23480,КАФЕ «ЧЕРДАЧОК»,"город Москва, 1-я Курьяновская улица, дом 20/1, строение 1"
20954,КП МЭИ,"город Москва, Красноказарменная улица, дом 17, строение 22"
27813,БУФЕТ,"город Москва, Рязанский проспект, владение 105, строение 1"
24825,Самарканд-Сити,"город Москва, Смирновская улица, дом 2, строение 1"
28907,СТОЛОВАЯ ПРИГОУ СОШ № 1959,"город Москва, Перервинский бульвар, дом 16, корпус 1"
136117,Кафетериус,"город Москва, Волгоградский проспект, дом 32, корпус 11"
149838,Мистер Хинкали,"город Москва, Волгоградский проспект, дом 32, корпус 11"
